UserID,SessionTime,ProductID,Category,NotificationType,NotificationTime,Response,UserType,DeviceType,OS,DiscountOffered,UrgencyWordUsed,EmojiUsed,DayOfWeek,HourOfDay,IsWeekend,TimeDelayMin,NotificationTextLength
6534,2024-01-01 13:24:00,397,Books,Discount,2024-01-01 10:27:00,No,Loyal,Mobile,iOS,20,Hurry,True,Monday,10,False,177,67
8158,2024-01-12 07:15:00,108,Food,Discount,2024-01-12 04:36:00,No,Loyal,Tablet,iOS,30,,True,Friday,4,False,159,132
9445,2024-03-12 05:20:00,326,Food,Discount,2024-03-12 03:37:00,No,New,Tablet,iOS,20,Exclusive,False,Tuesday,3,False,103,87
4987,2024-02-02 14:07:00,603,Books,Reminder,2024-02-02 13:20:00,Yes,Returning,Desktop,Android,20,Hurry,False,Friday,13,False,47,57
1225,2024-02-20 21:33:00,376,Food,Urgent,2024-02-20 21:07:00,No,Loyal,Mobile,iOS,10,Exclusive,False,Tuesday,21,False,26,68
2069,2024-01-17 14:04:00,472,Books,Urgent,2024-01-17 11:27:00,Yes,Loyal,Mobile,iOS,50,Exclusive,False,Wednesday,11,False,157,135
4327,2024-03-03 23:11:00,422,Grocery,Reminder,2024-03-03 20:31:00,Yes,Loyal,Desktop,iOS,0,Hurry,False,Sunday,20,True,160,105
1784,2024-01-23 03:35:00,203,Food,Reminder,2024-01-23 01:26:00,No,Returning,Mobile,iOS,30,Exclusive,False,Tuesday,1,False,129,32
5780,2024-02-29 07:31:00,119,Food,Urgent,2024-02-29 06:56:00,No,Loyal,Desktop,Android,0,Hurry,False,Thursday,6,False,35,51
4769,2024-03-28 00:22:00,674,Clothing,New Arrival,2024-03-27 21:50:00,Yes,New,Tablet,iOS,10,Exclusive,False,Wednesday,21,False,152,120
1004,2024-01-08 22:46:00,202,Electronics,New Arrival,2024-01-08 20:59:00,Yes,Returning,Desktop,Android,20,,False,Monday,20,False,107,32
1830,2024-01-30 20:15:00,886,Electronics,New Arrival,2024-01-30 18:16:00,Yes,New,Mobile,iOS,30,Limited Time,False,Tuesday,18,False,119,148
8805,2024-02-27 01:19:00,217,Food,Urgent,2024-02-27 00:46:00,No,Returning,Mobile,Android,20,Limited Time,False,Tuesday,0,False,33,112
4506,2024-03-07 13:48:00,185,Food,Reminder,2024-03-07 11:25:00,Yes,New,Mobile,iOS,30,,True,Thursday,11,False,143,104
6881,2024-02-08 05:12:00,621,Clothing,Urgent,2024-02-08 03:32:00,Yes,Returning,Tablet,Android,20,Limited Time,False,Thursday,3,False,100,88
6878,2024-01-04 16:42:00,357,Food,Urgent,2024-01-04 15:23:00,Yes,Loyal,Tablet,Android,20,Limited Time,True,Thursday,15,False,79,120
4913,2024-01-12 04:40:00,142,Electronics,Reminder,2024-01-12 02:00:00,Yes,New,Tablet,Android,0,Exclusive,True,Friday,2,False,160,100
1417,2024-03-30 10:01:00,214,Food,Discount,2024-03-30 07:28:00,Yes,Returning,Mobile,Android,30,,True,Saturday,7,True,153,40
3786,2024-02-05 12:07:00,788,Books,Urgent,2024-02-05 09:36:00,Yes,New,Desktop,iOS,20,,True,Monday,9,False,151,32
9787,2024-01-23 03:09:00,979,Food,New Arrival,2024-01-23 02:40:00,Yes,New,Mobile,Android,30,Limited Time,True,Tuesday,2,False,29,47
9335,2024-03-18 21:08:00,984,Clothing,Discount,2024-03-18 19:18:00,No,Returning,Mobile,iOS,50,,True,Monday,19,False,110,58
7541,2024-02-22 12:43:00,322,Grocery,Reminder,2024-02-22 09:57:00,No,Returning,Desktop,iOS,50,Limited Time,False,Thursday,9,False,166,26
7938,2024-02-15 15:28:00,733,Grocery,Reminder,2024-02-15 12:39:00,Yes,New,Mobile,Android,30,Limited Time,True,Thursday,12,False,169,90
4141,2024-03-29 12:38:00,351,Books,Reminder,2024-03-29 12:03:00,Yes,Loyal,Tablet,iOS,10,Hurry,True,Friday,12,False,35,145
4072,2024-02-27 20:27:00,486,Clothing,Urgent,2024-02-27 19:27:00,No,Returning,Mobile,Android,30,Hurry,True,Tuesday,19,False,60,77
2852,2024-02-13 15:23:00,914,Clothing,Urgent,2024-02-13 12:31:00,Yes,Loyal,Mobile,iOS,20,,True,Tuesday,12,False,172,66
4584,2024-02-18 15:52:00,472,Books,Urgent,2024-02-18 13:14:00,No,Loyal,Tablet,iOS,0,Hurry,False,Sunday,13,True,158,136
3745,2024-01-08 05:40:00,415,Grocery,Urgent,2024-01-08 03:25:00,Yes,Loyal,Desktop,iOS,0,Limited Time,True,Monday,3,False,135,65
1255,2024-02-04 07:11:00,808,Food,New Arrival,2024-02-04 05:17:00,Yes,Loyal,Desktop,Android,0,,True,Sunday,5,True,114,137
8449,2024-03-05 20:27:00,162,Food,New Arrival,2024-03-05 17:31:00,No,Returning,Mobile,iOS,0,Exclusive,True,Tuesday,17,False,176,74
6989,2024-01-06 17:38:00,870,Clothing,Discount,2024-01-06 16:04:00,No,Loyal,Tablet,Android,10,Hurry,True,Saturday,16,True,94,129
6565,2024-01-01 18:47:00,548,Food,Urgent,2024-01-01 18:44:00,No,Returning,Desktop,iOS,20,Hurry,False,Monday,18,False,3,22
9427,2024-02-19 11:53:00,488,Books,Reminder,2024-02-19 11:00:00,Yes,Returning,Desktop,Android,30,Hurry,False,Monday,11,False,53,94
7241,2024-02-20 07:14:00,949,Books,Discount,2024-02-20 06:37:00,No,Returning,Tablet,Android,30,,False,Tuesday,6,False,37,125
8043,2024-02-20 16:32:00,237,Food,New Arrival,2024-02-20 16:04:00,No,New,Mobile,iOS,20,Hurry,True,Tuesday,16,False,28,145
7254,2024-02-12 17:04:00,860,Books,New Arrival,2024-02-12 15:10:00,No,New,Mobile,Android,30,Exclusive,True,Monday,15,False,114,80
6585,2024-02-20 18:24:00,703,Grocery,Reminder,2024-02-20 18:20:00,Yes,Returning,Mobile,Android,10,Hurry,False,Tuesday,18,False,4,97
7937,2024-03-30 13:38:00,348,Food,New Arrival,2024-03-30 12:26:00,Yes,Loyal,Desktop,iOS,0,Hurry,False,Saturday,12,True,72,20
1302,2024-01-08 19:33:00,738,Grocery,Urgent,2024-01-08 16:34:00,Yes,Returning,Mobile,iOS,0,,True,Monday,16,False,179,26
6870,2024-01-03 16:08:00,607,Clothing,New Arrival,2024-01-03 14:22:00,Yes,Returning,Desktop,iOS,10,Limited Time,False,Wednesday,14,False,106,58
8641,2024-02-26 18:03:00,225,Electronics,Reminder,2024-02-26 16:38:00,No,Returning,Tablet,Android,20,Hurry,True,Monday,16,False,85,130
7891,2024-03-26 01:53:00,694,Grocery,Reminder,2024-03-26 01:46:00,Yes,Loyal,Tablet,Android,10,Limited Time,False,Tuesday,1,False,7,140
2733,2024-02-02 20:41:00,681,Electronics,New Arrival,2024-02-02 20:21:00,Yes,New,Desktop,iOS,30,Exclusive,True,Friday,20,False,20,50
6342,2024-02-09 07:06:00,105,Grocery,Urgent,2024-02-09 04:35:00,No,Loyal,Tablet,iOS,10,,False,Friday,4,False,151,81
7316,2024-02-26 03:29:00,399,Clothing,New Arrival,2024-02-26 01:14:00,No,Loyal,Mobile,iOS,10,Exclusive,True,Monday,1,False,135,109
5234,2024-01-14 07:41:00,610,Electronics,Reminder,2024-01-14 05:36:00,Yes,New,Tablet,iOS,0,Exclusive,False,Sunday,5,True,125,149
9512,2024-01-13 08:24:00,418,Clothing,Reminder,2024-01-13 07:01:00,No,Returning,Tablet,Android,30,Exclusive,True,Saturday,7,True,83,88
2908,2024-03-02 13:06:00,475,Books,Reminder,2024-03-02 11:49:00,Yes,Returning,Mobile,iOS,30,,False,Saturday,11,True,77,112
7941,2024-03-12 10:53:00,390,Clothing,Reminder,2024-03-12 10:40:00,No,Returning,Tablet,iOS,10,Limited Time,False,Tuesday,10,False,13,108
7943,2024-01-18 07:45:00,790,Clothing,New Arrival,2024-01-18 07:07:00,Yes,Returning,Mobile,Android,10,Exclusive,True,Thursday,7,False,38,72
2202,2024-02-20 09:03:00,653,Electronics,Discount,2024-02-20 06:50:00,No,Returning,Tablet,Android,20,Limited Time,False,Tuesday,6,False,133,116
5612,2024-01-27 23:57:00,734,Grocery,Reminder,2024-01-27 22:32:00,Yes,Returning,Desktop,iOS,20,,False,Saturday,22,True,85,34
3371,2024-01-29 09:40:00,943,Clothing,New Arrival,2024-01-29 07:04:00,Yes,Returning,Tablet,Android,20,,True,Monday,7,False,156,93
1814,2024-02-07 05:29:00,445,Books,Urgent,2024-02-07 05:07:00,No,New,Tablet,Android,10,,False,Wednesday,5,False,22,119
6959,2024-03-08 05:31:00,226,Grocery,Reminder,2024-03-08 04:55:00,Yes,Returning,Tablet,Android,30,,True,Friday,4,False,36,30
4476,2024-01-23 02:25:00,445,Electronics,New Arrival,2024-01-23 00:45:00,No,Returning,Tablet,Android,10,Exclusive,True,Tuesday,0,False,100,72
5212,2024-01-09 10:47:00,765,Food,Discount,2024-01-09 09:51:00,Yes,Returning,Desktop,iOS,10,Hurry,True,Tuesday,9,False,56,110
2205,2024-01-17 12:45:00,763,Food,Discount,2024-01-17 10:58:00,Yes,New,Mobile,Android,30,Exclusive,False,Wednesday,10,False,107,133
4432,2024-03-25 17:26:00,788,Electronics,New Arrival,2024-03-25 16:06:00,No,Returning,Mobile,Android,20,Limited Time,False,Monday,16,False,80,142
5524,2024-02-25 21:08:00,576,Books,New Arrival,2024-02-25 18:31:00,Yes,Loyal,Tablet,iOS,20,Limited Time,False,Sunday,18,True,157,82
9038,2024-01-04 02:43:00,742,Grocery,New Arrival,2024-01-04 00:07:00,No,Returning,Mobile,Android,50,,False,Thursday,0,False,156,112
9519,2024-01-08 02:02:00,153,Food,Discount,2024-01-08 00:56:00,Yes,Loyal,Desktop,iOS,0,,False,Monday,0,False,66,97
5547,2024-02-02 02:08:00,599,Clothing,New Arrival,2024-02-01 23:45:00,Yes,New,Tablet,Android,20,Limited Time,True,Thursday,23,False,143,104
2308,2024-01-19 15:53:00,799,Grocery,New Arrival,2024-01-19 15:18:00,No,Returning,Desktop,iOS,30,Exclusive,True,Friday,15,False,35,138
2279,2024-01-12 19:40:00,833,Food,New Arrival,2024-01-12 19:04:00,No,New,Tablet,iOS,30,Limited Time,False,Friday,19,False,36,139
5831,2024-02-28 15:29:00,820,Grocery,Discount,2024-02-28 13:22:00,Yes,Loyal,Tablet,Android,20,Limited Time,False,Wednesday,13,False,127,41
1074,2024-01-04 13:09:00,937,Grocery,Urgent,2024-01-04 12:33:00,Yes,Returning,Tablet,iOS,20,Limited Time,False,Thursday,12,False,36,141
1341,2024-03-17 00:37:00,126,Food,Discount,2024-03-16 22:52:00,No,Returning,Mobile,Android,20,Hurry,True,Saturday,22,True,105,141
2386,2024-02-15 02:52:00,804,Books,Reminder,2024-02-15 01:59:00,No,New,Mobile,Android,10,,False,Thursday,1,False,53,132
5150,2024-02-28 07:32:00,722,Clothing,Urgent,2024-02-28 06:39:00,Yes,New,Desktop,Android,30,Limited Time,False,Wednesday,6,False,53,128
3343,2024-03-13 03:04:00,116,Food,Reminder,2024-03-13 01:52:00,No,Returning,Mobile,Android,0,Hurry,True,Wednesday,1,False,72,127
8009,2024-02-13 20:10:00,623,Books,Reminder,2024-02-13 18:29:00,Yes,Loyal,Mobile,Android,50,Exclusive,True,Tuesday,18,False,101,66
6895,2024-01-12 16:45:00,760,Food,Discount,2024-01-12 15:23:00,No,Returning,Mobile,iOS,20,Exclusive,True,Friday,15,False,82,128
5806,2024-01-26 14:40:00,500,Grocery,Reminder,2024-01-26 14:31:00,Yes,Returning,Desktop,Android,30,Exclusive,False,Friday,14,False,9,91
4294,2024-02-28 23:49:00,471,Books,New Arrival,2024-02-28 22:28:00,Yes,Returning,Tablet,Android,10,,False,Wednesday,22,False,81,64
5278,2024-01-03 07:29:00,463,Food,Urgent,2024-01-03 04:42:00,No,Returning,Tablet,Android,30,Hurry,False,Wednesday,4,False,167,145
1545,2024-03-07 01:23:00,513,Books,Discount,2024-03-06 22:34:00,Yes,Returning,Desktop,Android,50,,True,Wednesday,22,False,169,81
5361,2024-02-26 17:55:00,458,Electronics,Reminder,2024-02-26 15:55:00,No,New,Mobile,iOS,10,Hurry,False,Monday,15,False,120,56
5494,2024-01-25 16:12:00,916,Food,Urgent,2024-01-25 15:00:00,Yes,Loyal,Mobile,Android,10,,False,Thursday,15,False,72,58
2868,2024-02-25 13:33:00,325,Food,Discount,2024-02-25 13:23:00,No,New,Mobile,Android,10,Exclusive,True,Sunday,13,True,10,129
3265,2024-03-14 11:29:00,852,Grocery,Discount,2024-03-14 10:33:00,No,Loyal,Tablet,Android,10,Limited Time,True,Thursday,10,False,56,39
8312,2024-03-01 12:31:00,315,Books,Urgent,2024-03-01 09:34:00,Yes,Returning,Mobile,Android,0,,False,Friday,9,False,177,120
2218,2024-01-11 10:01:00,837,Electronics,New Arrival,2024-01-11 08:55:00,No,Returning,Mobile,Android,0,,False,Thursday,8,False,66,57
9228,2024-03-12 06:16:00,415,Clothing,Urgent,2024-03-12 04:47:00,Yes,Loyal,Mobile,iOS,20,Exclusive,False,Tuesday,4,False,89,86
4930,2024-02-25 08:12:00,848,Food,New Arrival,2024-02-25 07:33:00,Yes,Loyal,Mobile,Android,30,Limited Time,True,Sunday,7,True,39,126
5286,2024-02-14 22:20:00,766,Electronics,Discount,2024-02-14 20:41:00,No,Loyal,Mobile,Android,30,Hurry,False,Wednesday,20,False,99,126
3403,2024-02-22 07:51:00,357,Clothing,Reminder,2024-02-22 06:30:00,Yes,New,Mobile,iOS,10,Limited Time,True,Thursday,6,False,81,123
2007,2024-03-01 02:26:00,425,Books,New Arrival,2024-02-29 23:44:00,Yes,Returning,Tablet,Android,10,Exclusive,False,Thursday,23,False,162,56
2265,2024-01-22 04:54:00,423,Books,Urgent,2024-01-22 03:19:00,No,New,Tablet,iOS,10,Hurry,False,Monday,3,False,95,69
9954,2024-01-14 17:11:00,326,Electronics,Reminder,2024-01-14 14:28:00,Yes,New,Mobile,iOS,10,,True,Sunday,14,True,163,77
9707,2024-03-27 02:13:00,198,Clothing,Reminder,2024-03-27 01:45:00,Yes,Loyal,Mobile,Android,10,Hurry,True,Wednesday,1,False,28,103
1988,2024-01-22 11:46:00,120,Clothing,Discount,2024-01-22 10:26:00,No,Loyal,Mobile,Android,10,Hurry,False,Monday,10,False,80,34
1791,2024-02-03 03:12:00,623,Grocery,Discount,2024-02-03 02:48:00,Yes,Returning,Tablet,Android,30,Limited Time,False,Saturday,2,True,24,98
1959,2024-01-27 15:59:00,792,Electronics,New Arrival,2024-01-27 13:49:00,No,Loyal,Mobile,iOS,0,Limited Time,False,Saturday,13,True,130,103
6109,2024-01-09 06:49:00,600,Clothing,New Arrival,2024-01-09 05:47:00,No,Returning,Mobile,Android,0,Hurry,False,Tuesday,5,False,62,83
9357,2024-03-22 15:20:00,643,Books,Reminder,2024-03-22 13:46:00,No,Loyal,Mobile,iOS,30,Exclusive,False,Friday,13,False,94,60
6791,2024-01-17 12:41:00,562,Electronics,Urgent,2024-01-17 11:56:00,Yes,Loyal,Tablet,iOS,0,Limited Time,True,Wednesday,11,False,45,96
8014,2024-01-27 00:23:00,189,Grocery,New Arrival,2024-01-26 21:38:00,No,New,Mobile,iOS,20,Exclusive,True,Friday,21,False,165,28
1552,2024-01-06 11:17:00,469,Electronics,Urgent,2024-01-06 08:38:00,No,Returning,Tablet,Android,30,Exclusive,True,Saturday,8,True,159,103
1021,2024-03-20 04:02:00,509,Books,Discount,2024-03-20 03:05:00,Yes,Loyal,Desktop,iOS,0,Exclusive,False,Wednesday,3,False,57,44
4638,2024-02-14 21:23:00,849,Electronics,Reminder,2024-02-14 18:57:00,Yes,Loyal,Desktop,iOS,20,Hurry,False,Wednesday,18,False,146,56
9946,2024-02-25 11:08:00,134,Clothing,Reminder,2024-02-25 08:58:00,Yes,New,Desktop,iOS,0,Limited Time,True,Sunday,8,True,130,43
4453,2024-01-20 05:50:00,631,Electronics,Urgent,2024-01-20 04:03:00,Yes,Returning,Mobile,iOS,0,Hurry,False,Saturday,4,True,107,85
2394,2024-03-19 01:40:00,285,Clothing,Urgent,2024-03-19 01:35:00,Yes,Returning,Mobile,Android,10,Hurry,False,Tuesday,1,False,5,119
7477,2024-03-27 09:56:00,101,Clothing,Reminder,2024-03-27 09:43:00,Yes,Returning,Tablet,iOS,20,Hurry,False,Wednesday,9,False,13,103
9219,2024-01-02 08:29:00,165,Books,Reminder,2024-01-02 06:05:00,Yes,Returning,Mobile,Android,20,Exclusive,False,Tuesday,6,False,144,137
6897,2024-01-14 16:41:00,943,Food,Reminder,2024-01-14 15:09:00,Yes,Returning,Mobile,Android,0,,False,Sunday,15,True,92,140
4568,2024-02-06 17:20:00,731,Electronics,Urgent,2024-02-06 14:36:00,Yes,Loyal,Desktop,Android,0,Hurry,False,Tuesday,14,False,164,56
5293,2024-01-20 01:28:00,584,Clothing,Discount,2024-01-20 00:54:00,Yes,Returning,Tablet,iOS,0,Limited Time,False,Saturday,0,True,34,62
6342,2024-03-29 18:06:00,283,Books,New Arrival,2024-03-29 17:28:00,Yes,Returning,Desktop,iOS,0,,False,Friday,17,False,38,143
7812,2024-01-08 19:28:00,451,Clothing,Discount,2024-01-08 17:20:00,Yes,Returning,Desktop,Android,50,Hurry,False,Monday,17,False,128,133
1302,2024-03-22 18:40:00,843,Food,Urgent,2024-03-22 16:25:00,Yes,Loyal,Mobile,Android,10,,False,Friday,16,False,135,72
9125,2024-02-17 06:09:00,319,Grocery,New Arrival,2024-02-17 04:40:00,No,Returning,Mobile,Android,50,Limited Time,True,Saturday,4,True,89,96
4173,2024-01-31 09:17:00,593,Electronics,New Arrival,2024-01-31 08:10:00,Yes,Loyal,Mobile,Android,10,Limited Time,True,Wednesday,8,False,67,148
3772,2024-03-28 22:34:00,754,Food,Urgent,2024-03-28 21:06:00,No,Returning,Desktop,iOS,20,Limited Time,True,Thursday,21,False,88,54
8010,2024-02-13 05:35:00,721,Grocery,New Arrival,2024-02-13 05:25:00,Yes,Returning,Tablet,iOS,20,Hurry,False,Tuesday,5,False,10,136
9234,2024-01-26 11:51:00,442,Grocery,Urgent,2024-01-26 11:04:00,No,New,Desktop,Android,0,Exclusive,True,Friday,11,False,47,143
1140,2024-01-15 04:00:00,569,Books,New Arrival,2024-01-15 03:10:00,Yes,Returning,Mobile,iOS,20,Limited Time,True,Monday,3,False,50,54
7787,2024-01-08 18:24:00,189,Food,New Arrival,2024-01-08 15:41:00,Yes,Returning,Tablet,Android,20,Exclusive,True,Monday,15,False,163,75
6203,2024-02-11 10:30:00,551,Food,Urgent,2024-02-11 09:55:00,Yes,Returning,Desktop,Android,20,Hurry,True,Sunday,9,True,35,45
6752,2024-01-09 16:10:00,736,Grocery,Urgent,2024-01-09 14:09:00,No,Returning,Desktop,Android,10,,True,Tuesday,14,False,121,119
1145,2024-02-29 07:37:00,775,Grocery,Reminder,2024-02-29 06:09:00,Yes,New,Mobile,Android,30,Limited Time,True,Thursday,6,False,88,56
9841,2024-01-15 05:06:00,689,Clothing,Reminder,2024-01-15 02:27:00,Yes,New,Desktop,Android,20,Exclusive,False,Monday,2,False,159,137
3349,2024-02-08 09:11:00,630,Electronics,New Arrival,2024-02-08 08:48:00,Yes,Loyal,Mobile,iOS,10,Limited Time,True,Thursday,8,False,23,92
3472,2024-01-08 02:07:00,807,Clothing,Reminder,2024-01-08 00:58:00,No,Returning,Desktop,iOS,20,Hurry,False,Monday,0,False,69,69
8426,2024-03-07 23:47:00,441,Grocery,Discount,2024-03-07 21:43:00,Yes,Returning,Desktop,iOS,20,,False,Thursday,21,False,124,63
4374,2024-02-27 04:20:00,410,Grocery,New Arrival,2024-02-27 03:04:00,Yes,Loyal,Mobile,iOS,20,,True,Tuesday,3,False,76,49
7099,2024-01-23 20:36:00,971,Electronics,Reminder,2024-01-23 18:39:00,No,Returning,Tablet,iOS,0,Exclusive,False,Tuesday,18,False,117,35
5576,2024-03-16 08:12:00,762,Grocery,Reminder,2024-03-16 05:51:00,Yes,New,Desktop,Android,20,Exclusive,True,Saturday,5,True,141,74
5437,2024-01-06 05:11:00,415,Clothing,Urgent,2024-01-06 02:21:00,Yes,Loyal,Tablet,iOS,30,Exclusive,False,Saturday,2,True,170,86
9264,2024-03-20 07:04:00,498,Clothing,Discount,2024-03-20 06:51:00,Yes,Returning,Tablet,iOS,50,,False,Wednesday,6,False,13,44
9286,2024-03-07 00:15:00,881,Food,New Arrival,2024-03-06 21:32:00,No,Loyal,Desktop,Android,10,Limited Time,True,Wednesday,21,False,163,136
8340,2024-01-08 20:57:00,111,Electronics,Reminder,2024-01-08 20:33:00,No,Loyal,Mobile,iOS,30,,True,Monday,20,False,24,62
8154,2024-01-02 22:48:00,616,Books,New Arrival,2024-01-02 22:18:00,Yes,New,Desktop,iOS,0,,True,Tuesday,22,False,30,102
2179,2024-01-09 03:32:00,289,Books,Discount,2024-01-09 02:20:00,No,New,Desktop,iOS,30,Exclusive,False,Tuesday,2,False,72,71
4302,2024-02-21 06:44:00,789,Clothing,Urgent,2024-02-21 03:59:00,Yes,Returning,Desktop,Android,20,Hurry,False,Wednesday,3,False,165,105
8898,2024-01-05 23:02:00,504,Clothing,New Arrival,2024-01-05 22:01:00,No,New,Mobile,Android,10,Hurry,False,Friday,22,False,61,101
5798,2024-02-14 05:34:00,407,Clothing,New Arrival,2024-02-14 03:16:00,Yes,Loyal,Tablet,iOS,30,Limited Time,False,Wednesday,3,False,138,61
5200,2024-01-21 11:04:00,291,Food,Urgent,2024-01-21 09:12:00,Yes,Returning,Mobile,Android,30,Hurry,False,Sunday,9,True,112,40
1775,2024-01-28 11:27:00,825,Food,Discount,2024-01-28 10:54:00,No,Returning,Mobile,Android,0,,True,Sunday,10,True,33,106
4456,2024-01-08 13:33:00,720,Books,Urgent,2024-01-08 12:07:00,Yes,New,Mobile,iOS,10,Hurry,False,Monday,12,False,86,47
9964,2024-02-20 11:01:00,449,Grocery,New Arrival,2024-02-20 10:57:00,Yes,Returning,Mobile,Android,30,,True,Tuesday,10,False,4,92
2827,2024-03-06 15:37:00,481,Electronics,New Arrival,2024-03-06 14:49:00,Yes,Loyal,Desktop,iOS,30,Hurry,True,Wednesday,14,False,48,110
4983,2024-01-02 23:51:00,387,Electronics,New Arrival,2024-01-02 21:12:00,Yes,Returning,Tablet,Android,0,,True,Tuesday,21,False,159,97
1685,2024-03-29 19:58:00,212,Clothing,Discount,2024-03-29 17:21:00,No,Returning,Desktop,Android,10,Exclusive,False,Friday,17,False,157,145
9789,2024-01-08 15:53:00,761,Books,Reminder,2024-01-08 13:39:00,No,New,Tablet,iOS,0,Exclusive,False,Monday,13,False,134,46
5183,2024-02-19 17:20:00,143,Clothing,New Arrival,2024-02-19 14:50:00,Yes,Returning,Desktop,Android,0,Exclusive,True,Monday,14,False,150,49
8295,2024-02-08 12:10:00,328,Grocery,New Arrival,2024-02-08 11:46:00,Yes,New,Mobile,Android,50,,True,Thursday,11,False,24,83
7445,2024-03-29 11:27:00,330,Books,Discount,2024-03-29 09:20:00,No,Returning,Mobile,iOS,20,Hurry,False,Friday,9,False,127,77
4489,2024-02-23 11:29:00,536,Food,Urgent,2024-02-23 11:16:00,Yes,New,Desktop,iOS,30,Limited Time,False,Friday,11,False,13,130
2013,2024-01-04 19:32:00,326,Grocery,Reminder,2024-01-04 19:09:00,No,New,Desktop,Android,0,Hurry,False,Thursday,19,False,23,76
3563,2024-02-14 21:14:00,320,Books,Urgent,2024-02-14 19:16:00,Yes,New,Tablet,iOS,20,Hurry,True,Wednesday,19,False,118,79
1663,2024-01-19 19:14:00,208,Electronics,New Arrival,2024-01-19 16:45:00,No,New,Desktop,iOS,10,Hurry,True,Friday,16,False,149,132
2651,2024-02-24 01:19:00,212,Books,Urgent,2024-02-24 00:17:00,No,Loyal,Tablet,Android,0,Hurry,False,Saturday,0,True,62,66
3171,2024-01-15 07:03:00,174,Food,New Arrival,2024-01-15 05:46:00,Yes,New,Mobile,iOS,10,Limited Time,True,Monday,5,False,77,132
3610,2024-03-10 18:46:00,856,Books,New Arrival,2024-03-10 16:58:00,No,New,Mobile,Android,20,,True,Sunday,16,True,108,93
4331,2024-03-04 05:44:00,737,Grocery,Discount,2024-03-04 04:35:00,Yes,Loyal,Tablet,Android,0,,False,Monday,4,False,69,76
7868,2024-01-31 19:58:00,507,Electronics,New Arrival,2024-01-31 19:23:00,Yes,New,Desktop,Android,50,,False,Wednesday,19,False,35,99
8896,2024-01-16 23:15:00,304,Electronics,Reminder,2024-01-16 21:30:00,Yes,New,Tablet,iOS,20,Limited Time,False,Tuesday,21,False,105,26
8927,2024-03-10 16:56:00,302,Electronics,Urgent,2024-03-10 14:17:00,Yes,Loyal,Tablet,iOS,20,,False,Sunday,14,True,159,76
4670,2024-02-06 21:25:00,829,Clothing,Urgent,2024-02-06 20:17:00,Yes,Returning,Mobile,iOS,50,Limited Time,True,Tuesday,20,False,68,136
1597,2024-03-08 11:06:00,388,Food,Urgent,2024-03-08 09:56:00,Yes,Loyal,Tablet,Android,0,Hurry,True,Friday,9,False,70,36
4648,2024-03-10 14:42:00,941,Clothing,Reminder,2024-03-10 13:05:00,No,Loyal,Tablet,iOS,20,,True,Sunday,13,True,97,144
